SURVEY_YEAR,NAME,MEASURE_NAME,COL_START_DATE,COL_END_DATE,RATE,TOTAL,MEASURE_DESCRIPTION,time,CYCLE,state
2024,Oregon,PRICEWORRY,"February 6, 2024","March 4, 2024",75.5,2253959,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,41
2024,Pennsylvania,DISPLACED,"February 6, 2024","March 4, 2024",0.6,50923,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,42
2024,Pennsylvania,DISPLACEDTIME,"February 6, 2024","March 4, 2024",62.5,29900,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,42
2024,Pennsylvania,EMOTIONAL,"February 6, 2024","March 4, 2024",81.5,7063703,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,42
2024,Pennsylvania,ENERGYBILL,"February 6, 2024","March 4, 2024",24.3,1957084,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,42
2024,Pennsylvania,EVICTFOR,"February 6, 2024","March 4, 2024",32.1,130513,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,42
2024,Pennsylvania,EXPENSE,"February 6, 2024","March 4, 2024",33.9,2852301,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,42
2024,Pennsylvania,FOODFORCHLD1,"February 6, 2024","March 4, 2024",37.3,963493,Adults in households where children currently receive food assistance,2024,02,42
2024,Pennsylvania,FOODSCARCE,"February 6, 2024","March 4, 2024",9.1,760431,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,42
2024,Pennsylvania,GASIMPACT,"February 6, 2024","March 4, 2024",47.6,3742046,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,42
2024,Pennsylvania,LONELY,"February 6, 2024","March 4, 2024",39.1,3394770,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,42
2024,Pennsylvania,LONGCOVID_1,"February 6, 2024","March 4, 2024",33.3,1470415,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,42
2024,Pennsylvania,PRICEINCR,"February 6, 2024","March 4, 2024",79.7,6772886,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,42
2024,Pennsylvania,PRICEWORRY,"February 6, 2024","March 4, 2024",76.3,6450998,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,42
2024,Rhode Island,DISPLACED,"February 6, 2024","March 4, 2024",0.2,1499,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,44
2024,Rhode Island,DISPLACEDTIME,"February 6, 2024","March 4, 2024",81.7,1224,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,44
2024,Rhode Island,EMOTIONAL,"February 6, 2024","March 4, 2024",81.6,617456,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,44
2024,Rhode Island,ENERGYBILL,"February 6, 2024","March 4, 2024",23.9,173860,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,44
2024,Rhode Island,EVICTFOR,"February 6, 2024","March 4, 2024",29.5,16536,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,44
2024,Rhode Island,EXPENSE,"February 6, 2024","March 4, 2024",34.6,257535,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,44
2024,Rhode Island,FOODFORCHLD1,"February 6, 2024","March 4, 2024",28.0,67125,Adults in households where children currently receive food assistance,2024,02,44
2024,Rhode Island,FOODSCARCE,"February 6, 2024","March 4, 2024",13.0,96611,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,44
2024,Rhode Island,GASIMPACT,"February 6, 2024","March 4, 2024",44.6,318559,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,44
2024,Rhode Island,LONELY,"February 6, 2024","March 4, 2024",41.5,312517,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,44
2024,Rhode Island,LONGCOVID_1,"February 6, 2024","March 4, 2024",21.5,91165,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,44
2024,Rhode Island,PRICEINCR,"February 6, 2024","March 4, 2024",82.1,602511,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,44
2024,Rhode Island,PRICEWORRY,"February 6, 2024","March 4, 2024",77.6,569426,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,44
2024,South Carolina,DISPLACED,"February 6, 2024","March 4, 2024",0.8,28700,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,45
2024,South Carolina,DISPLACEDTIME,"February 6, 2024","March 4, 2024",96.8,27781,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,45
2024,South Carolina,EMOTIONAL,"February 6, 2024","March 4, 2024",79.7,2933949,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,45
2024,South Carolina,ENERGYBILL,"February 6, 2024","March 4, 2024",23.8,814453,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,45
2024,South Carolina,EVICTFOR,"February 6, 2024","March 4, 2024",23.0,49320,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,45
2024,South Carolina,EXPENSE,"February 6, 2024","March 4, 2024",39.1,1396249,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,45
2024,South Carolina,FOODFORCHLD1,"February 6, 2024","March 4, 2024",49.3,651114,Adults in households where children currently receive food assistance,2024,02,45
2024,South Carolina,FOODSCARCE,"February 6, 2024","March 4, 2024",11.5,406761,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,45
2024,South Carolina,GASIMPACT,"February 6, 2024","March 4, 2024",52.9,1788388,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,45
2024,South Carolina,LONELY,"February 6, 2024","March 4, 2024",40.2,1478561,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,45
2024,South Carolina,LONGCOVID_1,"February 6, 2024","March 4, 2024",34.6,592326,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,45
2024,South Carolina,PRICEINCR,"February 6, 2024","March 4, 2024",83.9,3016409,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,45
2024,South Carolina,PRICEWORRY,"February 6, 2024","March 4, 2024",80.5,2886842,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,45
2024,South Dakota,DISPLACED,"February 6, 2024","March 4, 2024",1.4,8068,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,46
2024,South Dakota,DISPLACEDTIME,"February 6, 2024","March 4, 2024",3.9,317,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,46
2024,South Dakota,EMOTIONAL,"February 6, 2024","March 4, 2024",81.6,501130,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,46
2024,South Dakota,ENERGYBILL,"February 6, 2024","March 4, 2024",24.0,138713,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,46
2024,South Dakota,EVICTFOR,"February 6, 2024","March 4, 2024",47.5,13074,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,46
2024,South Dakota,EXPENSE,"February 6, 2024","March 4, 2024",33.5,201490,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,46
2024,South Dakota,FOODFORCHLD1,"February 6, 2024","March 4, 2024",29.0,61729,Adults in households where children currently receive food assistance,2024,02,46
2024,South Dakota,FOODSCARCE,"February 6, 2024","March 4, 2024",12.2,72630,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,46
2024,South Dakota,GASIMPACT,"February 6, 2024","March 4, 2024",47.8,272009,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,46
2024,South Dakota,LONELY,"February 6, 2024","March 4, 2024",41.0,252106,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,46
2024,South Dakota,LONGCOVID_1,"February 6, 2024","March 4, 2024",38.3,125233,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,46
2024,South Dakota,PRICEINCR,"February 6, 2024","March 4, 2024",79.8,478976,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,46
2024,South Dakota,PRICEWORRY,"February 6, 2024","March 4, 2024",74.8,448613,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,46
2024,Tennessee,DISPLACED,"February 6, 2024","March 4, 2024",1.8,82518,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,47
2024,Tennessee,DISPLACEDTIME,"February 6, 2024","March 4, 2024",25.4,16909,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,47
2024,Tennessee,EMOTIONAL,"February 6, 2024","March 4, 2024",81.8,3966561,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,47
2024,Tennessee,ENERGYBILL,"February 6, 2024","March 4, 2024",19.2,868438,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,47
2024,Tennessee,EVICTFOR,"February 6, 2024","March 4, 2024",30.7,97704,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,47
2024,Tennessee,EXPENSE,"February 6, 2024","March 4, 2024",35.7,1702081,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,47
2024,Tennessee,FOODFORCHLD1,"February 6, 2024","March 4, 2024",35.9,656867,Adults in households where children currently receive food assistance,2024,02,47
2024,Tennessee,FOODSCARCE,"February 6, 2024","March 4, 2024",11.7,549883,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,47
2024,Tennessee,GASIMPACT,"February 6, 2024","March 4, 2024",48.7,2155478,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,47
2024,Tennessee,LONELY,"February 6, 2024","March 4, 2024",41.9,2032959,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,47
2024,Tennessee,LONGCOVID_1,"February 6, 2024","March 4, 2024",33.4,779871,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,47
2024,Tennessee,PRICEINCR,"February 6, 2024","March 4, 2024",85.2,4068536,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,47
2024,Tennessee,PRICEWORRY,"February 6, 2024","March 4, 2024",81.3,3865573,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,47
2024,Texas,DISPLACED,"February 6, 2024","March 4, 2024",0.8,156800,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,48
2024,Texas,DISPLACEDTIME,"February 6, 2024","March 4, 2024",63.0,95213,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,48
2024,Texas,EMOTIONAL,"February 6, 2024","March 4, 2024",77.0,15054404,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,48
2024,Texas,ENERGYBILL,"February 6, 2024","March 4, 2024",26.6,4789956,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,48
2024,Texas,EVICTFOR,"February 6, 2024","March 4, 2024",33.5,440149,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,48
2024,Texas,EXPENSE,"February 6, 2024","March 4, 2024",38.7,7304821,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,48
2024,Texas,FOODFORCHLD1,"February 6, 2024","March 4, 2024",41.8,3033219,Adults in households where children currently receive food assistance,2024,02,48
2024,Texas,FOODSCARCE,"February 6, 2024","March 4, 2024",10.4,1948913,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,48
2024,Texas,GASIMPACT,"February 6, 2024","March 4, 2024",48.7,8543393,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,48
2024,Texas,LONELY,"February 6, 2024","March 4, 2024",40.1,7859807,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,48
2024,Texas,LONGCOVID_1,"February 6, 2024","March 4, 2024",28.7,2726925,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,48
2024,Texas,PRICEINCR,"February 6, 2024","March 4, 2024",87.0,16589474,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,48
2024,Texas,PRICEWORRY,"February 6, 2024","March 4, 2024",79.8,14944641,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,48
2024,Utah,DISPLACED,"February 6, 2024","March 4, 2024",1.6,35700,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,49
2024,Utah,DISPLACEDTIME,"February 6, 2024","March 4, 2024",50.2,17928,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,49
2024,Utah,EMOTIONAL,"February 6, 2024","March 4, 2024",84.0,1917093,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,49
2024,Utah,ENERGYBILL,"February 6, 2024","March 4, 2024",19.7,427048,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,49
2024,Utah,EVICTFOR,"February 6, 2024","March 4, 2024",15.3,17185,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,49
2024,Utah,EXPENSE,"February 6, 2024","March 4, 2024",38.0,860376,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,49
2024,Utah,FOODFORCHLD1,"February 6, 2024","March 4, 2024",18.6,193157,Adults in households where children currently receive food assistance,2024,02,49
2024,Utah,FOODSCARCE,"February 6, 2024","March 4, 2024",10.2,229986,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,49
2024,Utah,GASIMPACT,"February 6, 2024","March 4, 2024",55.9,1202120,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,49
2024,Utah,LONELY,"February 6, 2024","March 4, 2024",41.5,946905,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,49
2024,Utah,LONGCOVID_1,"February 6, 2024","March 4, 2024",29.3,366879,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,49
2024,Utah,PRICEINCR,"February 6, 2024","March 4, 2024",81.3,1842299,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,49
2024,Utah,PRICEWORRY,"February 6, 2024","March 4, 2024",81.4,1823712,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,49
2024,Vermont,DISPLACED,"February 6, 2024","March 4, 2024",3.3,15429,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,50
2024,Vermont,DISPLACEDTIME,"February 6, 2024","March 4, 2024",53.1,8199,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,50
2024,Vermont,EMOTIONAL,"February 6, 2024","March 4, 2024",83.6,401703,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,50
2024,Vermont,ENERGYBILL,"February 6, 2024","March 4, 2024",20.3,93828,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,50
2024,Vermont,EVICTFOR,"February 6, 2024","March 4, 2024",21.8,4944,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,50
2024,Vermont,EXPENSE,"February 6, 2024","March 4, 2024",22.5,107196,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,50
2024,Vermont,FOODFORCHLD1,"February 6, 2024","March 4, 2024",49.5,70330,Adults in households where children currently receive food assistance,2024,02,50
2024,Vermont,FOODSCARCE,"February 6, 2024","March 4, 2024",9.8,46719,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,50
2024,Vermont,GASIMPACT,"February 6, 2024","March 4, 2024",39.9,183020,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,50
2024,Vermont,LONELY,"February 6, 2024","March 4, 2024",45.5,218743,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,50
2024,Vermont,LONGCOVID_1,"February 6, 2024","March 4, 2024",27.1,82362,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,50
2024,Vermont,PRICEINCR,"February 6, 2024","March 4, 2024",74.9,355474,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,50
2024,Vermont,PRICEWORRY,"February 6, 2024","March 4, 2024",74.7,354221,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,50
2024,Virginia,DISPLACED,"February 6, 2024","March 4, 2024",0.2,10448,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,51
2024,Virginia,DISPLACEDTIME,"February 6, 2024","March 4, 2024",100.0,10448,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,51
2024,Virginia,EMOTIONAL,"February 6, 2024","March 4, 2024",82.4,4767784,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,51
2024,Virginia,ENERGYBILL,"February 6, 2024","March 4, 2024",21.6,1188306,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,51
2024,Virginia,EVICTFOR,"February 6, 2024","March 4, 2024",16.0,48774,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,51
2024,Virginia,EXPENSE,"February 6, 2024","March 4, 2024",32.3,1844573,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,51
2024,Virginia,FOODFORCHLD1,"February 6, 2024","March 4, 2024",37.0,766478,Adults in households where children currently receive food assistance,2024,02,51
2024,Virginia,FOODSCARCE,"February 6, 2024","March 4, 2024",8.4,479277,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,51
2024,Virginia,GASIMPACT,"February 6, 2024","March 4, 2024",50.0,2736714,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,51
2024,Virginia,LONELY,"February 6, 2024","March 4, 2024",42.0,2444772,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,51
2024,Virginia,LONGCOVID_1,"February 6, 2024","March 4, 2024",28.5,873589,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,51
2024,Virginia,PRICEINCR,"February 6, 2024","March 4, 2024",80.9,4665979,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,51
2024,Virginia,PRICEWORRY,"February 6, 2024","March 4, 2024",74.1,4210704,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,51
2024,Washington,DISPLACED,"February 6, 2024","March 4, 2024",1.1,58632,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,53
2024,Washington,DISPLACEDTIME,"February 6, 2024","March 4, 2024",58.5,34322,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,53
2024,Washington,EMOTIONAL,"February 6, 2024","March 4, 2024",84.3,4653775,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,53
2024,Washington,ENERGYBILL,"February 6, 2024","March 4, 2024",17.6,924753,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,53
2024,Washington,EVICTFOR,"February 6, 2024","March 4, 2024",33.6,72948,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,53
2024,Washington,EXPENSE,"February 6, 2024","March 4, 2024",32.4,1756603,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,53
2024,Washington,FOODFORCHLD1,"February 6, 2024","March 4, 2024",38.3,661997,Adults in households where children currently receive food assistance,2024,02,53
2024,Washington,FOODSCARCE,"February 6, 2024","March 4, 2024",8.1,437416,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,53
2024,Washington,GASIMPACT,"February 6, 2024","March 4, 2024",52.0,2712608,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,53
2024,Washington,LONELY,"February 6, 2024","March 4, 2024",43.1,2375056,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,53
2024,Washington,LONGCOVID_1,"February 6, 2024","March 4, 2024",29.1,907947,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,53
2024,Washington,PRICEINCR,"February 6, 2024","March 4, 2024",79.2,4332662,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,53
2024,Washington,PRICEWORRY,"February 6, 2024","March 4, 2024",75.1,4063347,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,53
2024,West Virginia,DISPLACED,"February 6, 2024","March 4, 2024",0.1,623,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,54
2024,West Virginia,DISPLACEDTIME,"February 6, 2024","March 4, 2024",,,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,54
2024,West Virginia,EMOTIONAL,"February 6, 2024","March 4, 2024",78.7,929897,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,54
2024,West Virginia,ENERGYBILL,"February 6, 2024","March 4, 2024",29.7,332042,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,54
2024,West Virginia,EVICTFOR,"February 6, 2024","March 4, 2024",27.1,15032,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,54
2024,West Virginia,EXPENSE,"February 6, 2024","March 4, 2024",40.0,463649,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,54
2024,West Virginia,FOODFORCHLD1,"February 6, 2024","March 4, 2024",65.4,276396,Adults in households where children currently receive food assistance,2024,02,54
2024,West Virginia,FOODSCARCE,"February 6, 2024","March 4, 2024",10.5,121715,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,54
2024,West Virginia,GASIMPACT,"February 6, 2024","March 4, 2024",59.0,656584,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,54
2024,West Virginia,LONELY,"February 6, 2024","March 4, 2024",44.0,522106,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,54
2024,West Virginia,LONGCOVID_1,"February 6, 2024","March 4, 2024",41.8,272642,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,54
2024,West Virginia,PRICEINCR,"February 6, 2024","March 4, 2024",87.1,1022949,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,54
2024,West Virginia,PRICEWORRY,"February 6, 2024","March 4, 2024",85.2,986992,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,54
2024,Wisconsin,DISPLACED,"February 6, 2024","March 4, 2024",0.2,9329,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,55
2024,Wisconsin,DISPLACEDTIME,"February 6, 2024","March 4, 2024",43.0,4014,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,55
2024,Wisconsin,EMOTIONAL,"February 6, 2024","March 4, 2024",81.2,3340261,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,55
2024,Wisconsin,ENERGYBILL,"February 6, 2024","March 4, 2024",18.8,741154,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,55
2024,Wisconsin,EVICTFOR,"February 6, 2024","March 4, 2024",35.3,65454,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,55
2024,Wisconsin,EXPENSE,"February 6, 2024","March 4, 2024",29.9,1210385,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,55
2024,Wisconsin,FOODFORCHLD1,"February 6, 2024","March 4, 2024",27.3,315763,Adults in households where children currently receive food assistance,2024,02,55
2024,Wisconsin,FOODSCARCE,"February 6, 2024","March 4, 2024",8.0,322188,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,55
2024,Wisconsin,GASIMPACT,"February 6, 2024","March 4, 2024",46.5,1827764,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,55
2024,Wisconsin,LONELY,"February 6, 2024","March 4, 2024",36.5,1503490,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,55
2024,Wisconsin,LONGCOVID_1,"February 6, 2024","March 4, 2024",29.7,679344,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,55
2024,Wisconsin,PRICEINCR,"February 6, 2024","March 4, 2024",79.1,3232569,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,55
2024,Wisconsin,PRICEWORRY,"February 6, 2024","March 4, 2024",73.1,2960263,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,55
2024,Wyoming,DISPLACED,"February 6, 2024","March 4, 2024",0.1,276,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,02,56
2024,Wyoming,DISPLACEDTIME,"February 6, 2024","March 4, 2024",,,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,02,56
2024,Wyoming,EMOTIONAL,"February 6, 2024","March 4, 2024",79.7,317486,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,02,56
2024,Wyoming,ENERGYBILL,"February 6, 2024","March 4, 2024",21.8,83697,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,02,56
2024,Wyoming,EVICTFOR,"February 6, 2024","March 4, 2024",33.4,7932,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,02,56
2024,Wyoming,EXPENSE,"February 6, 2024","March 4, 2024",34.3,136320,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,02,56
2024,Wyoming,FOODFORCHLD1,"February 6, 2024","March 4, 2024",25.5,36447,Adults in households where children currently receive food assistance,2024,02,56
2024,Wyoming,FOODSCARCE,"February 6, 2024","March 4, 2024",8.9,34169,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,02,56
2024,Wyoming,GASIMPACT,"February 6, 2024","March 4, 2024",60.0,230779,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,02,56
2024,Wyoming,LONELY,"February 6, 2024","March 4, 2024",38.9,155359,"Adults who reported feeling lonely sometimes, usually, or always.",2024,02,56
2024,Wyoming,LONGCOVID_1,"February 6, 2024","March 4, 2024",32.7,67592,"Adults who previously had COVID-19, with symptoms lasting 3 months or longer",2024,02,56
2024,Wyoming,PRICEINCR,"February 6, 2024","March 4, 2024",86.4,343287,Adults who think prices have increased in the area where they live and shop in the last two months,2024,02,56
2024,Wyoming,PRICEWORRY,"February 6, 2024","March 4, 2024",82.3,324807,Adults who are somewhat or very concerned that prices will increase in the next six months,2024,02,56
2024,Alabama,DISPLACED,"March 5, 2024","April 1, 2024",1.8,57904,Adults in households who were displaced from their homes because of a natural disaster in the past year,2024,03,01
2024,Alabama,DISPLACEDTIME,"March 5, 2024","April 1, 2024",36.6,18084,Adults in households who were displaced from their homes for at least one month because of a natural disaster in the past year,2024,03,01
2024,Alabama,EMOTIONAL,"March 5, 2024","April 1, 2024",76.3,2670113,"Adults who reported getting social and emotional support they need sometimes, usually, or always.",2024,03,01
2024,Alabama,ENERGYBILL,"March 5, 2024","April 1, 2024",22.5,699121,Adults in households that were unable to pay an energy bill in full in the last 12 months,2024,03,01
2024,Alabama,EVICTFOR,"March 5, 2024","April 1, 2024",26.7,49972,Adults in households not current on rent or mortgage where eviction or foreclosure in the next two months is either very likely or somewhat likely,2024,03,01
2024,Alabama,EXPENSE,"March 5, 2024","April 1, 2024",41.4,1385679,Adults in households where it has been somewhat or very difficult to pay for usual household expenses in the last 7 days,2024,03,01
2024,Alabama,FOODFORCHLD1,"March 5, 2024","April 1, 2024",48.9,571401,Adults in households where children currently receive food assistance,2024,03,01
2024,Alabama,FOODSCARCE,"March 5, 2024","April 1, 2024",12.0,396331,Adults in households where there was either sometimes or often not enough to eat in the last 7 days,2024,03,01
2024,Alabama,GASIMPACT,"March 5, 2024","April 1, 2024",56.2,1731546,Adults who changed driving behavior in the last 7 days due to the cost of gas,2024,03,01
2024,Alabama,LONELY,"March 5, 2024","April 1, 2024",44.9,1569147,"Adults who reported feeling lonely sometimes, usually, or always.",2024,03,01
