data_type_code,time_slot_id,seasonally_adj,category_code,cell_value,error_data,time,us,series_name,plot_groupings
SALE,0,no,ESTIMATE,1419,no,2003-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
YRVAC,0,no,ESTIMATE,11370,no,2003-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
OCC,0,no,ESTIMATE,105884,no,2003-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,105989,no,2003-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,106068,no,2003-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,106505,no,2003-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2002,no,2003-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,2060,no,2003-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1963,no,2003-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1977,no,2003-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5724,no,2003-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5762,no,2003-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5631,no,2003-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5690,no,2003-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2572,no,2003-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2766,no,2003-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2713,no,2003-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2756,no,2003-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,71967,no,2003-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,72088,no,2003-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,73091,no,2003-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3568,no,2003-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3646,no,2003-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3732,no,2003-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3833,no,2003-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,33917,no,2003-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,33901,no,2003-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,33503,no,2003-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,33414,no,2003-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,830,no,2003-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1000,no,2003-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1078,no,2003-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1019,no,2003-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,1248,no,2003-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1256,no,2003-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1339,no,2003-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,3538,no,2003-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3581,no,2003-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3755,no,2003-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3773,no,2003-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,120792,no,2003-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,121233,no,2003-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,121682,no,2003-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,122159,no,2003-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1150,no,2003-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,935,no,2003-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,955,no,2003-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,957,no,2003-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,14908,no,2003-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15244,no,2003-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15614,no,2003-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15654,no,2003-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,11663,no,2003-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,11859,no,2003-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,11882,no,2003-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,68.0,no,2003-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.0,no,2003-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.4,no,2003-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.6,no,2003-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.3,yes,2003-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.3,yes,2003-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.3,yes,2003-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.3,yes,2003-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,1.7,no,2003-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.7,no,2003-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.9,no,2003-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.8,no,2003-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,(z),yes,2003-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2003-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2003-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2003-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,9.4,no,2003-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.6,no,2003-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.9,no,2003-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.2,no,2003-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.2,yes,2003-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.2,yes,2003-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.2,yes,2003-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.2,yes,2003-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.1,no,2003-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.2,no,2003-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.3,no,2003-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.5,no,2003-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
RENT,0,no,ESTIMATE,3936,no,2004-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
SEASON,0,no,ESTIMATE,3727,no,2004-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,69.0,no,2004-Q3,1,Homeownership Rate,Rates
OCC,0,no,ESTIMATE,106738,no,2004-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,107020,no,2004-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,107932,no,2004-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,108735,no,2004-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,2049,no,2004-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1983,no,2004-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1976,no,2004-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1940,no,2004-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,6006,no,2004-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5886,no,2004-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5739,no,2004-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5732,no,2004-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2920,no,2004-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2827,no,2004-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2725,no,2004-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2629,no,2004-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,73258,no,2004-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,74107,no,2004-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,74503,no,2004-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75233,no,2004-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3809,no,2004-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3773,no,2004-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,33479,no,2004-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,32913,no,2004-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,33429,no,2004-Q3,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,33502,no,2004-Q4,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,942,no,2004-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1089,no,2004-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1058,no,2004-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,910,no,2004-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,1283,no,2004-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1272,no,2004-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1333,no,2004-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1389,no,2004-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
RENT,0,no,ESTIMATE,3836,no,2004-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
SEASON,0,no,ESTIMATE,4024,no,2004-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3689,no,2004-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3557,no,2004-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,122632,no,2004-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,123099,no,2004-Q2,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,123587,no,2004-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,124096,no,2004-Q4,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1037,no,2004-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1076,no,2004-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1037,no,2004-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1163,no,2004-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
VACANT,0,no,ESTIMATE,15895,no,2004-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,16079,no,2004-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15656,no,2004-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15361,no,2004-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,12168,no,2004-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12055,no,2004-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,11966,no,2004-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,11804,no,2004-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,68.6,no,2004-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,69.2,no,2004-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,69.2,no,2004-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.3,yes,2004-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.2,yes,2004-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.2,yes,2004-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.3,yes,2004-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,1.7,no,2004-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.7,no,2004-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.7,no,2004-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.8,no,2004-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2004-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,(z),yes,2004-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2004-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2004-Q4,1,Error Homeowner Vacancy Rate,Error
RVR,0,no,RATE,10.4,no,2004-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.2,no,2004-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.1,no,2004-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,10.0,no,2004-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.2,yes,2004-Q1,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.2,yes,2004-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.2,yes,2004-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.3,yes,2004-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.7,no,2004-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,69.4,no,2004-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.9,no,2004-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,69.1,no,2004-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
RENT,0,no,ESTIMATE,3761,no,2005-Q2,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,34162,no,2005-Q4,1,Renter Occupied Units,Occupied Inventory
TOTAL,0,no,ESTIMATE,125118,no,2005-Q2,1,Total Housing Units,Total Housing Units
URE,0,no,ESTIMATE,1261,no,2005-Q1,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
E_RVR,0,no,RATE,0.4,yes,2005-Q1,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,68.9,no,2005-Q4,1,Seasonal Adjusted Home Owner Rate,Rates
OCCUSE,0,no,ESTIMATE,1996,no,2005-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1971,no,2005-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1824,no,2005-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1846,no,2005-Q4,1,Held Off the Market and for Occasional Use,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5978,no,2005-Q1,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5875,no,2005-Q2,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5479,no,2005-Q3,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OFFMAR,0,no,ESTIMATE,5682,no,2005-Q4,1,Held Off the Market Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2721,no,2005-Q1,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2780,no,2005-Q2,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2623,no,2005-Q3,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OTH,0,no,ESTIMATE,2688,no,2005-Q4,1,Held off the Market and Vacant for Other Reasons Vacant Housing Units,Vacant Inventory
OWNOCC,0,no,ESTIMATE,75251,no,2005-Q1,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,74797,no,2005-Q2,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,75480,no,2005-Q3,1,Owner Occupied Units,Occupied Inventory
OWNOCC,0,no,ESTIMATE,76119,no,2005-Q4,1,Owner Occupied Units,Occupied Inventory
RENT,0,no,ESTIMATE,3805,no,2005-Q1,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3818,no,2005-Q3,1,Vacant Housing Units For Rent,Vacant Inventory
RENT,0,no,ESTIMATE,3673,no,2005-Q4,1,Vacant Housing Units For Rent,Vacant Inventory
RNTOCC,0,no,ESTIMATE,33612,no,2005-Q1,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,34260,no,2005-Q2,1,Renter Occupied Units,Occupied Inventory
RNTOCC,0,no,ESTIMATE,34256,no,2005-Q3,1,Renter Occupied Units,Occupied Inventory
RNTSLD,0,no,ESTIMATE,925,no,2005-Q1,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1086,no,2005-Q2,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1207,no,2005-Q3,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
RNTSLD,0,no,ESTIMATE,1072,no,2005-Q4,1,"Rented or Sold, Not Yet Occupied Vacant Housing Units",Vacant Inventory
SALE,0,no,ESTIMATE,1401,no,2005-Q1,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1384,no,2005-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1500,no,2005-Q3,1,Vacant Housing Units For Sale,Vacant Inventory
SALE,0,no,ESTIMATE,1585,no,2005-Q4,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,3637,no,2005-Q1,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3954,no,2005-Q2,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3880,no,2005-Q3,1,Seasonal Vacant Housing Units,Vacant Inventory
SEASON,0,no,ESTIMATE,3812,no,2005-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
TOTAL,0,no,ESTIMATE,124611,no,2005-Q1,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,125619,no,2005-Q3,1,Total Housing Units,Total Housing Units
TOTAL,0,no,ESTIMATE,126104,no,2005-Q4,1,Total Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15748,no,2005-Q1,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,16061,no,2005-Q2,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15883,no,2005-Q3,1,Total Vacant Housing Units,Total Housing Units
VACANT,0,no,ESTIMATE,15823,no,2005-Q4,1,Total Vacant Housing Units,Total Housing Units
YRVAC,0,no,ESTIMATE,12110,no,2005-Q1,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12107,no,2005-Q2,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12003,no,2005-Q3,1,Year-Round Vacant Housing Units,Vacant Inventory
YRVAC,0,no,ESTIMATE,12012,no,2005-Q4,1,Year-Round Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,69.1,no,2005-Q1,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.6,no,2005-Q2,1,Homeownership Rate,Rates
HOR,0,no,RATE,68.8,no,2005-Q3,1,Homeownership Rate,Rates
HOR,0,no,RATE,69.0,no,2005-Q4,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2005-Q1,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2005-Q2,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2005-Q3,1,Error Homeownership Rate,Error
E_HOR,0,no,RATE,0.5,yes,2005-Q4,1,Error Homeownership Rate,Error
HVR,0,no,RATE,1.8,no,2005-Q1,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.8,no,2005-Q2,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,1.9,no,2005-Q3,1,Homeowner Vacancy Rate,Rates
HVR,0,no,RATE,2.0,no,2005-Q4,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2005-Q1,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2005-Q2,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2005-Q3,1,Error Homeowner Vacancy Rate,Error
E_HVR,0,no,RATE,0.1,yes,2005-Q4,1,Error Homeowner Vacancy Rate,Error
URE,0,no,ESTIMATE,1124,no,2005-Q2,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1032,no,2005-Q3,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
URE,0,no,ESTIMATE,1148,no,2005-Q4,1,Vacant Housing Units Held off the Market and Usual Residence Elsewhere,Vacant Inventory
RVR,0,no,RATE,10.1,no,2005-Q1,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.8,no,2005-Q2,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.9,no,2005-Q3,1,Rental Vacancy Rate,Rates
RVR,0,no,RATE,9.6,no,2005-Q4,1,Rental Vacancy Rate,Rates
E_RVR,0,no,RATE,0.4,yes,2005-Q2,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2005-Q3,1,Error Rental Vacancy Rate,Error
E_RVR,0,no,RATE,0.4,yes,2005-Q4,1,Error Rental Vacancy Rate,Error
SAHOR,0,yes,RATE,69.2,no,2005-Q1,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.7,no,2005-Q2,1,Seasonal Adjusted Home Owner Rate,Rates
SAHOR,0,yes,RATE,68.7,no,2005-Q3,1,Seasonal Adjusted Home Owner Rate,Rates
OCC,0,no,ESTIMATE,108863,no,2005-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,109057,no,2005-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,109736,no,2005-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,110281,no,2005-Q4,1,Total Occupied housing Units,Total Housing Units
SALE,0,no,ESTIMATE,1746,no,2006-Q2,1,Vacant Housing Units For Sale,Vacant Inventory
SEASON,0,no,ESTIMATE,4088,no,2006-Q4,1,Seasonal Vacant Housing Units,Vacant Inventory
HOR,0,no,RATE,68.5,no,2006-Q1,1,Homeownership Rate,Rates
E_HOR,0,no,RATE,0.5,yes,2006-Q2,1,Error Homeownership Rate,Error
HVR,0,no,RATE,2.2,no,2006-Q2,1,Homeowner Vacancy Rate,Rates
E_HVR,0,no,RATE,0.1,yes,2006-Q3,1,Error Homeowner Vacancy Rate,Error
OCC,0,no,ESTIMATE,110350,no,2006-Q1,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,110560,no,2006-Q2,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,110779,no,2006-Q3,1,Total Occupied housing Units,Total Housing Units
OCC,0,no,ESTIMATE,111096,no,2006-Q4,1,Total Occupied housing Units,Total Housing Units
OCCUSE,0,no,ESTIMATE,1856,no,2006-Q1,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1871,no,2006-Q2,1,Held Off the Market and for Occasional Use,Vacant Inventory
OCCUSE,0,no,ESTIMATE,1873,no,2006-Q3,1,Held Off the Market and for Occasional Use,Vacant Inventory
